ticker,PHO US Equity,CHIM US Equity,KCE US Equity,ICLN US Equity,SPGP US Equity,FIW US Equity,IHF US Equity,PBD US Equity,IAI US Equity,SMH US Equity,XMHQ US Equity,XSD US Equity,QCLN US Equity,PICK US Equity,EWY US Equity,ARKG US Equity,PSI US Equity,MXI US Equity,KORU US Equity,LIT US Equity,ARKK US Equity,UGE US Equity,FAN US Equity,COPX US Equity,ARKQ US Equity,GRID US Equity,RTM US Equity,PBW US Equity,FXZ US Equity,YLCO US Equity
2011-07-21,19.85,24.789,35.38,15.3465,20.99,23.5001,65.87,13.163,26.98,,26.69,26.96,14.54,,66.64,,16.06,74.56,,41.6,,13.7667,10.23,59.73,,32.64,66.85,43.5,25.41,
2011-07-22,19.79,24.82,35.24,15.55,,23.461,66.21,13.24,26.98,,26.69,27.8,14.74,,66.77,,16.53,74.49,,41.724,,13.7943,10.2847,59.82,,32.7424,66.51,43.9,25.34,
2011-07-25,19.73,24.78,35.04,15.25,21.11,23.368000000000002,64.83,13.1,26.85,,26.61,27.175,14.48,,66.22,,16.23,74.28,,41.02,,13.6467,10.56,59.58,,32.8152,66.256,43.3,25.18,
2011-07-26,19.39,25.0,34.97,15.24,21.03,22.92,64.39,13.05,26.78,,,27.32,14.4405,,66.55,,16.18,74.37,,41.0,,13.3863,10.58,59.94,,32.4858,65.126,43.1,25.01,
2011-07-27,18.79,24.9,33.78,14.76,,22.35,62.32,12.69,25.96,,,26.305,13.86,,65.72,,15.5,72.5,,40.06,,13.0,10.29,58.5,,31.38,63.476000000000006,41.6,24.43,
2011-07-28,18.652,,33.83,14.7099,20.79,22.009,62.28,12.62,26.11,,25.56,26.15,13.79,,65.97,,15.43,72.02,,39.94,,13.0333,10.21,58.56,,30.88,62.9851,41.4,24.26,
2011-07-29,18.46,24.8203,33.75,14.67,20.36,21.93,61.57,12.69,26.11,,25.5,25.895,13.8,,65.68,,15.2,71.55,,39.52,,12.8917,10.21,58.23,,30.8952,62.29,41.45,24.22,
2011-08-01,18.34,25.0,33.66,14.58,20.74,21.68,59.38,12.602,26.01,,25.21,25.67,13.775,,65.89,,15.14,70.95,,39.92,,12.655,10.08,57.9,,30.43,61.801,41.35,24.22,
2011-08-02,17.7,24.58,32.54,14.104000000000001,20.12,21.0,58.0,12.1,25.13,,24.5,24.945,13.34,,63.72,,14.56,68.9,,38.18,,12.3167,9.74,55.71,,29.221,59.75,39.6,23.18,
2011-08-03,17.83,23.9576,32.82,14.01,19.86,21.22,58.15,12.1,25.28,,24.41,25.305,13.3,,62.76,,14.78,68.68,,37.96,,12.2767,9.85,54.66,,29.7,59.97,39.7,23.18,
2011-08-04,16.87,23.06,30.94,12.96,,20.22,55.49,11.28,23.92,,23.14,23.57,12.365,,58.61,,13.82,63.65,,34.72,,11.63,9.23,49.68,,27.93,56.081,36.45,21.32,
2011-08-05,16.65,22.3,30.6,12.93,19.076,19.9,55.12,11.18,23.52,,23.28,22.825,12.01,,58.37,,13.52,63.9,,34.2,,11.81,9.3,48.87,,28.0,55.92,35.85,21.1,
2011-08-08,15.37,20.56,27.82,11.782,18.22,18.41,50.22,10.19,21.42,,21.541999999999998,21.38,11.09,,53.0,,12.71,58.59,,30.56,,10.6457,8.48,44.07,,25.99,52.02,32.35,19.29,
2011-08-09,16.32,21.12,29.65,12.43,18.2137,19.1,53.15,10.882,22.59,,22.13,22.28,11.79,,55.0,,13.14,63.11,,33.512,,11.2033,8.91,47.37,,26.29,54.28,35.1,20.63,
2011-08-10,15.48,20.3,27.53,12.08,18.02,18.396,50.85,10.39,21.07,,22.0,21.81,12.0472,,51.44,,12.96,60.48,,32.04,,10.765,8.46,45.54,,26.06,53.201,33.65,19.91,
2011-08-11,16.31,21.14,29.51,12.87,18.13,19.52,53.09,10.93,22.48,,23.07,23.05,12.464,,55.03,,13.81,63.486999999999995,,34.2,,11.3167,8.84,48.36,,27.39,55.91,35.85,20.98,
2011-08-12,16.48,21.22,28.95,12.77,18.93,19.5601,53.84,11.09,22.19,,22.99,23.0,12.3806,,54.23,,13.63,63.93,,34.26,,11.5,8.9,48.45,,27.7401,55.8,36.2,21.28,
2011-08-15,16.87,21.86,29.7,13.28,19.16,20.09,55.48,11.5,22.73,,23.55,23.655,12.7413,,55.43,,14.0198,65.66,,35.26,,11.6617,9.161,50.16,,28.2,56.7,37.35,21.71,
2011-08-16,16.49,21.68,29.07,13.04,19.14,19.67,55.1,11.31,22.28,,23.4199,23.0425,12.2895,,55.43,,13.61,64.43,,34.0603,,11.7243,9.04,48.54,,27.79,55.9,36.2,21.29,
2011-08-17,16.46,21.9,29.09,13.12,,19.65,54.8,11.26,22.34,,23.19,22.89,12.1672,,56.21,,13.61,64.805,,34.08,,11.7233,9.17,49.44,,27.4556,56.0,35.65,21.14,
2011-08-18,15.56,21.12,27.38,12.28,18.2699,18.61,52.6,10.54,21.25,,22.05,21.395,11.42,,52.69,,12.74,61.3,,32.22,,11.1267,8.83,46.74,,25.7401,52.29,33.25,19.85,
2011-08-19,15.3,20.8203,26.88,11.86,18.5299,18.29,51.72,10.25,20.78,,22.18,21.02,11.0,,50.86,,12.4514,60.13,,31.7688,,10.915,8.67,45.45,,25.42,51.9,32.25,19.47,
2011-08-22,15.37,19.98,26.845,11.9,18.0796,18.42,51.49,10.27,20.62,,21.909000000000002,21.1,10.9615,,50.31,,12.54,60.35,,31.6438,,10.9117,8.74,44.97,,25.38,51.9668,32.1,19.44,
2011-08-23,16.04,20.68,27.93,12.47,18.2905,19.29,53.47,10.74,21.5,,22.37,22.4,11.719000000000001,,53.14,,13.26,62.11,,32.7003,,11.3502,8.98,47.25,,26.44,53.2768,34.4,20.01,
2011-08-24,16.39,20.26,28.62,12.66,18.6199,19.65,54.27,10.92,22.01,,22.54,22.3,11.67,,52.65,,13.2023,62.486999999999995,,32.82,,11.555,9.09,47.1,,27.0234,54.23,34.4,20.37,
2011-08-25,16.06,20.1,28.01,12.42,18.61,19.24,52.99,10.7529,21.45,,22.38,21.82,11.626,,51.37,,12.86,61.49100000000001,,32.6256,,11.3483,8.86,46.65,,26.68,54.02,33.8,20.0865,
2011-08-26,16.44,20.2994,28.48,12.75,18.67,19.7,54.15,10.95,21.84,,22.82,22.25,11.9624,,53.06,,13.03,62.784,,33.38,,11.405,8.99,47.85,,27.3748,54.96,34.75,20.73,
2011-08-29,17.21,20.766,29.79,13.27,,20.59,55.886,11.32,22.82,,23.62,23.17,12.49,,55.3,,13.63,64.47,,34.94,,12.142999999999999,9.29,49.71,,28.2148,56.29,36.3,21.55,
2011-08-30,17.33,20.6158,29.63,13.22,19.36,20.8799,56.41,11.25,22.69,,23.7899,23.22,12.55,,55.16,,13.57,64.73,,35.16,,12.2883,9.19,49.77,,28.4,57.69,36.45,21.71,
2011-08-31,17.2,21.32,29.82,13.22,19.3617,20.6,56.33,11.33,22.81,,23.94,22.975,12.4,,56.7,,13.3567,65.53,,35.84,,12.3733,9.35,51.09,,28.68,57.69,36.25,21.8,
2011-09-01,16.77,,29.04,12.92,19.2502,20.13,55.79,11.06,22.22,,23.68,22.51,12.05,,56.02,,13.11,64.925,,35.38,,12.235,9.12,50.34,,28.06,56.98,35.3,21.4,
2011-09-02,16.24,21.0,27.88,12.36,18.86,19.5996,54.36,10.76,21.33,,,21.805,11.56,,54.65,,12.7402,63.53,,34.16,,,8.99,48.75,,27.24,55.52,33.95,20.79,
2011-09-06,16.22,20.3,27.41,11.87,18.5,19.41,54.16,10.44,21.02,,22.5699,21.695,11.294,,53.97,,12.67,62.3,,33.56,,11.5583,8.66,47.661,,26.3,54.83,33.65,20.81,
2011-09-07,16.7,20.5068,28.73,12.19,,19.95,56.24,10.79,22.08,,23.5604,22.585,11.85,,56.14,,13.1,64.14,,34.98,,12.0017,8.86,49.53,,27.1399,56.84,34.8,21.45,
2011-09-08,16.38,20.4943,27.9,11.84,19.03,19.68,55.3,10.55,21.5,,,22.43,11.66,,54.6,,12.91,63.32,,34.46,,11.9483,8.7,48.72,,26.72,55.84,34.2,21.17,
2011-09-09,15.86,19.88,27.2,11.2556,18.46,19.07,53.38,10.12,20.93,,22.69,22.04,11.312999999999999,,52.19,,12.7399,61.16,,33.5,,11.4783,8.384,46.83,,25.71,54.26,32.85,20.63,
2011-09-12,15.85,19.1,27.45,11.1,18.35,18.97,53.78,10.08,21.12,,22.28,22.865,11.29,,52.18,,12.88,60.53,,32.78,,11.3384,8.32,45.57,,25.78,53.72,32.95,20.45,
2011-09-13,16.12,19.4428,27.86,11.23,,19.264,54.81,10.26,21.48,,22.9852,23.365,11.7699,,52.39,,13.17,61.24,,33.22,,11.4067,8.4,46.1996,,26.26,54.776,33.8,20.94,
2011-09-14,16.37,18.94,28.32,11.43,,19.730999999999998,55.16,10.37,21.81,,23.55,24.09,12.038,,52.06,,13.7226,61.51,,33.4,,11.86,8.61,45.87,,26.93,56.08,34.35,21.22,
2011-09-15,16.58,18.88,29.34,11.39,,19.94,55.99,10.39,22.36,,23.7,24.51,12.001,,52.73,,13.784,62.8,,33.62,,,8.77,46.92,,27.235,56.5,34.05,21.59,
2011-09-16,16.47,19.1,29.19,11.12,,19.88,56.21,10.33,22.3,,23.74,24.35,11.83,,53.58,,13.8,62.92,,33.66,,12.31,8.7501,46.89,,26.91,56.5701,33.2,21.680999999999997,
2011-09-19,16.2896,18.62,28.15,10.82,19.04,19.68,55.46,10.07,21.61,,,23.945,11.642000000000001,,51.57,,13.64,61.245,,32.96,,11.9867,8.53,44.25,,26.4,55.36,32.7,21.42,
2011-09-20,16.01,18.42,27.91,10.34,,19.5548,54.85,9.8,21.43,,23.4699,23.55,11.34,,51.83,,13.3565,61.04,,32.3,,,8.44,43.05,,26.11,55.82,31.65,21.08,
2011-09-21,15.44,17.54,26.76,9.91,18.73,19.1555,53.09,9.44,20.58,,22.8,23.195,11.01,,49.98,,13.17,58.71,,30.82,,11.9233,8.21,40.2,,25.3,54.19,30.4,20.13,
2011-09-22,14.92,16.32,25.9,9.49,17.78,18.27,51.81,9.03,20.16,,21.62,22.29,10.35,,45.67,,12.5906,55.0,,28.38,,10.9217,7.92,36.15,,24.21,50.09,28.85,18.93,
2011-09-23,15.12,16.32,26.22,9.67,,18.47,52.25,9.13,20.41,,,22.685,10.59,,46.67,,12.8,54.68,,28.462,,,7.93,36.21,,24.4,49.93,29.55,18.95,
2011-09-26,15.5,15.14,26.97,9.72,18.269000000000002,18.94,53.34,9.12,20.98,,22.37,22.81,10.67,,47.24,,12.78,55.66,,28.72,,11.2683,8.03,36.39,,24.51,51.26,29.65,19.46,
2011-09-27,15.8312,16.416,27.51,9.88,,19.27,54.12,9.31,21.14,,22.69,23.17,10.92,,49.18,,13.01,57.12,,29.66,,11.7383,8.16,38.43,,25.3,53.98,30.05,19.88,
2011-09-28,15.44,,26.37,9.57,18.29,18.93,52.32,9.03,20.29,,22.2544,22.205,10.4,,47.42,,12.57,55.13,,28.66,,11.6,8.07,36.3,,24.62,51.6,28.7,18.97,
2011-09-29,15.63,16.1398,27.11,9.66,18.03,19.13,52.33,9.07,20.85,,22.24,21.955,10.28,,48.57,,12.35,55.45,,28.12,,11.35,8.22,36.03,,24.97,50.08,28.4,18.9455,
2011-09-30,15.03,15.628,25.77,9.27,17.9199,18.69,51.52,8.77,19.89,,21.8088,21.195,10.01,,46.57,,12.06,53.63,,26.96,,10.98,8.06,34.71,,24.47,49.0544,27.25,18.27,
2011-10-03,14.33,15.02,24.47,8.74,17.42,17.817999999999994,48.98,8.23,19.03,,20.95,20.12,9.41,,45.27,,11.54,51.97,,25.56,,10.4933,7.78,32.52,,23.13,47.67,25.1,17.5,
2011-10-04,15.1,14.26,25.97,8.98,17.61,18.53,49.67,8.49,20.02,,20.81,21.4,9.64,,46.8,,12.21,52.94,,26.0,,10.3333,7.95,33.72,,22.95,47.294,26.6,18.0,
2011-10-05,15.42,14.982000000000001,26.47,9.25,,18.81,50.27,8.66,20.33,,21.86,22.06,10.19,,47.15,,12.53,54.73,,27.024,,10.9567,8.03,35.64,,24.48,50.56,27.55,18.71,
2011-10-06,15.78,15.2,27.15,9.72,,19.19,51.68,8.97,20.91,,22.44,22.425,10.45,,48.62,,12.7205,56.91,,28.48,,11.1367,8.3,37.92,,25.2,51.74,28.45,19.22,
2011-10-07,15.47,16.2,26.18,9.31,,18.875,51.34,8.76,20.21,,22.19,22.345,10.3575,,48.49,,12.86,56.33,,28.2483,,11.5533,8.31,37.59,,24.89,50.8615,27.25,18.84,
2011-10-10,16.11,16.56,27.57,9.6,,19.5,52.99,9.09,21.2,,22.77,22.965,10.4001,,50.75,,13.1076,58.78,,29.3,,11.8733,8.5,39.27,,25.63,52.85,28.3,19.57,
2011-10-11,16.17,16.8953,27.44,9.44,18.87,19.61,53.06,9.13,21.21,,22.94,22.88,10.429,,50.45,,13.128,59.09,,29.72,,11.9667,8.59,39.45,,25.62,52.8899,28.1,19.64,
2011-10-12,16.59,18.04,28.1,9.68,19.0272,20.04,53.74,9.37,21.72,,23.41,23.2,10.69,,52.0,,13.4504,59.87,,30.74,,12.2512,8.75,40.98,,26.43,53.91,29.1,19.93,
2011-10-13,16.55,18.18,27.71,9.75,19.01,20.0501,53.56,9.42,21.4,,23.09,24.05,10.8,,51.45,,13.7599,59.77,,30.46,,12.185,8.73,40.35,,26.23,53.71,28.95,19.82,
2011-10-14,16.74,17.9296,27.97,9.86,,20.25,54.43,9.55,21.57,,23.42,24.24,10.94,,52.82,,13.87,60.86,,30.98,,12.3602,8.84,41.73,,26.5834,54.1,29.5,20.25,
2011-10-17,16.13,17.56,27.33,9.467,,19.61,53.35,9.21,20.99,,23.22,23.435,10.47,,51.62,,13.4689,58.76,,30.28,,12.1017,8.581,39.6,,25.95,53.2,28.45,19.59,
2011-10-18,16.39,17.2304,28.53,9.8,19.39,20.05,53.69,9.39,21.79,,23.732,24.075,10.78,,52.98,,13.76,59.89,,30.82,,12.4867,8.71,40.86,,26.2,53.8768,29.25,20.14,
2011-10-19,16.14,16.838,27.87,9.43,19.38,19.727999999999998,53.56,9.12,21.27,,23.44,23.235,10.27,,52.84,,13.49,57.81,,29.88,,12.1033,8.57,39.03,,25.88,53.995,28.25,19.58,
2011-10-20,16.1,16.3826,28.31,9.54,,19.73,53.65,9.05,21.44,,23.5,22.98,10.23,,51.64,,13.38,57.82,,30.08,,12.2167,8.508,38.55,,25.43,53.24,28.35,19.73,
2011-10-21,16.48,16.78,28.88,9.64,,20.309,54.88,9.18,21.86,,23.7601,23.485,10.364,,52.98,,13.69,59.45,,30.86,,12.5883,8.66,40.23,,,54.8099,28.4,20.36,
2011-10-24,17.09,18.0,29.77,9.91,19.71,20.87,56.61,9.6,22.38,,24.36,24.53,10.86,,55.48,,14.32,61.63,,31.7203,,12.8033,8.84,43.02,,26.7373,56.3,29.55,20.96,
2011-10-25,16.6,17.82,28.33,9.588,19.41,20.2,55.99,9.28,21.3,,24.23,23.87,10.44,,54.3,,14.12,60.36,,30.78,,12.37,8.82,41.64,,,54.95,28.35,20.48,
2011-10-26,16.95,18.58,28.84,9.753,19.5299,20.54,57.37,9.49,21.66,,24.29,24.36,10.67,,54.63,,14.31,61.37,,31.401999999999997,,12.455,8.97,43.05,,26.25,55.409,28.85,20.84,
2011-10-27,17.83,19.98,31.27,10.51,20.09,21.5733,58.71,10.31,23.4,,25.07,25.4,11.39,,58.02,,14.94,65.09,,33.06,,12.9833,9.42,46.77,,27.8,58.26,31.15,22.048000000000002,
2011-10-28,17.7,19.74,31.14,10.48,20.3599,21.48,58.66,10.28,23.28,,24.87,25.345,11.454,,57.46,,14.8811,65.3,,32.88,,13.0233,9.3,47.25,,27.45,59.2896,31.8,22.22,
2011-10-31,17.11,18.97,29.68,9.8,20.0199,20.81,57.81,9.77,22.29,,24.7536,24.635,11.16,,55.4,,14.55,61.98,,31.56,,12.9417,8.74,44.37,,26.26,56.64,30.15,21.3,
2011-11-01,16.58,18.408,28.1,9.39,19.36,20.19,56.339,9.4,21.11,,23.85,23.685,10.59,,54.53,,14.15,59.97,,30.6633,,12.0833,8.38,42.06,,25.26,55.14,28.95,20.68,
2011-11-02,16.98,19.1798,29.01,9.57,19.6,20.78,57.0,9.53,21.53,,24.09,23.81,10.5801,,55.82,,14.18,61.1,,31.628,,12.2883,8.44,43.71,,,55.91,29.3,21.322,
2011-11-03,17.58,19.5,29.74,9.69,19.71,21.46,57.26,9.7,22.16,,24.6124,24.69,10.89,,55.76,,14.71,62.731,,32.18,,12.6133,8.69,45.15,,26.6899,57.48,29.8,21.89,
2011-11-04,17.32,19.32,29.43,9.65,19.8404,21.2,57.32,9.79,21.95,,24.47,25.035,11.23,,56.55,,14.782,62.39,,32.1024,,12.5,8.54,44.94,,26.15,57.76,30.2,21.94,
2011-11-07,17.29,20.012,29.54,9.773,,21.23,58.12,9.93,22.04,,,24.69,11.02,,56.68,,14.72,62.73,,32.64,,12.5413,8.73,44.94,,25.9401,57.81,29.95,21.91,
2011-11-08,17.52,20.1784,29.97,9.7,20.2699,21.45,59.1,9.93,22.49,,24.541,24.885,11.12,,56.75,,14.8799,63.5,,32.98,,12.8367,8.7864,45.84,,26.24,58.335,30.2,22.13,
2011-11-09,16.61,18.98,28.25,9.2415,19.84,20.45,57.42,9.32,21.23,,24.1988,23.585,10.6128,,53.5,,14.07,60.16,,31.52,,12.0833,8.24,42.57,,24.73,55.6,28.6,21.15,
2011-11-10,16.71,18.7203,28.45,9.3,,20.61,58.25,9.25,21.275,,24.13,23.675,10.57,,53.23,,14.18,60.73,,31.7,,12.3083,8.2904,42.6,,24.72,56.18,28.35,21.42,
2011-11-11,17.16,19.0896,29.13,9.58,,21.13,59.32,9.53,21.73,,,24.47,10.9,,54.83,,14.69,62.0,,32.32,,12.585,8.54,43.74,,25.63,57.59,28.95,21.95,
2011-11-14,16.95,18.82,28.56,9.34,19.89,20.8272,59.09,9.36,21.39,,24.3299,24.145,10.7,,54.57,,14.49,61.16,,32.26,,12.4417,8.37,43.02,,25.1,57.24,28.5,21.77,
2011-11-15,17.12,19.18,28.84,9.24,20.04,21.075,59.02,9.35,21.55,,,24.485,10.868,,54.7,,14.74,61.42,,32.0,,12.655,8.28,43.11,,,57.84,28.4,21.9,
2011-11-16,16.98,18.6248,28.04,9.11,19.81,20.87,57.29,9.18,20.74,,24.2199,23.825,10.82,,53.34,,14.54,59.87,,31.46,,12.3367,8.12,41.76,,24.71,56.55,28.15,21.51,
2011-11-17,16.66,18.18,27.56,8.99,,20.45,56.59,8.91,20.34,,23.52,23.005,10.39,,52.25,,13.94,58.15,,30.66,,12.02,8.02,40.17,,24.1919,54.85,27.4,20.92,
2011-11-18,16.73,18.112000000000002,27.59,9.0,19.3855,20.55,56.83,8.9,20.43,,23.54,22.865,10.2901,,52.69,,13.85,58.08,,30.76,,12.0867,8.09,39.93,,24.436999999999998,55.35,27.1,20.92,
2011-11-21,16.34,17.74,27.03,8.77,,20.15,55.93,8.584,20.0,,23.0328,22.24,9.947000000000001,,50.99,,13.5,56.46,,29.98,,11.7467,7.872000000000001,38.04,,23.55,54.18,26.25,20.54,
2011-11-22,16.18,17.74,26.56,8.7601,19.02,19.97,55.76,8.6,19.79,,23.23,21.93,9.85,,51.75,,13.25,56.46,,29.78,,11.705,7.86,38.34,,23.5604,53.64,26.2,20.42,
2011-11-23,15.67,17.18,25.92,8.59,,19.3,54.74,8.36,19.37,,22.68,21.175,9.611,,49.77,,12.88,54.62,,28.9,,11.44,7.591,36.75,,22.9244,52.26,25.65,19.77,
2011-11-25,15.52,17.12,25.85,8.57,,19.3,54.37,8.28,19.4299,,22.75,20.93,9.44,,49.52,,12.74,54.3,,28.68,,11.3465,7.57,36.87,,22.7,51.9,25.15,19.73,
2011-11-28,16.18,17.762999999999995,26.93,8.75,18.972,19.76,56.125,8.67,20.15,,23.159000000000002,21.62,9.83,,51.99,,13.035,56.8,,29.5,,11.7617,7.83,38.79,,23.603,53.69,26.25,20.45,
2011-11-29,16.2,,26.76,8.75,19.06,19.94,56.58,8.61,20.04,,23.24,21.475,9.69,,52.97,,13.085,57.0,,29.52,,12.0085,7.85,39.66,,23.77,54.025,25.9,20.45,
2011-11-30,17.2,19.16,28.63,9.33,19.6199,21.069000000000006,59.19,9.13,21.2,,23.99,22.825,10.28,,56.06,,13.93,60.58,,31.4104,,12.695,8.27,42.408,,24.79,56.983999999999995,27.6,21.75,
2011-12-01,16.96,19.1,28.23,9.23,19.84,20.84,59.01,9.02,21.07,,24.13,22.94,10.41,,55.98,,13.96,60.25,,30.76,,12.685,8.214,42.42,,,56.65,27.7,21.56,
2011-12-02,16.9,18.642,28.62,9.166,,20.82,58.49,8.98,21.2616,,24.3702,22.93,10.456,,55.59,,14.11,59.89,,30.84,,12.6917,8.18,42.03,,24.92,56.6,27.55,21.62,
2011-12-05,17.12,18.8,29.16,9.22,19.86,20.99,58.76,9.09,21.69,,24.38,23.16,10.51,,56.4,,14.21,60.5,,31.06,,12.78,8.27,42.96,,25.11,57.69,28.15,21.83,
2011-12-06,17.13,18.52,29.19,9.113,19.87,20.991,58.67,8.99,21.72,,24.27,23.135,10.540999999999999,,55.76,,14.28,60.57,,30.98,,12.8633,8.24,44.46,,25.14,57.6012,27.75,21.83,
2011-12-07,17.05,18.7104,29.48,9.24,19.82,20.91,58.91,8.97,21.98,,24.11,23.125,10.5,,55.81,,14.14,60.77,,31.3,,12.8433,8.23,44.7,,24.99,57.745,27.75,21.76,
2011-12-08,16.51,,28.23,8.86,20.01,20.12,57.17,8.62,21.13,,,22.4,10.09,,54.04,,13.78,58.4,,29.96,,12.505,7.91,42.84,,24.23,55.87,26.6,21.09,
2011-12-09,16.98,18.678,28.96,9.1,19.87,21.069000000000006,57.978,8.85,21.56,,24.13,22.695,10.27,,54.68,,14.169,59.49,,30.38,,12.8667,8.17,43.98,,24.72,57.05,27.2,21.55,
2011-12-12,16.73,17.9798,28.16,8.7701,19.63,20.75,57.2,8.6,21.0,,23.76,22.085,9.857999999999999,,52.94,,13.69,57.52,,29.8,,12.4667,7.87,42.12,,24.1,55.4,26.75,21.0007,
2011-12-13,16.39,,27.7,8.63,,20.4004,56.52,8.37,20.63,,,21.49,9.63,,52.21,,13.43,56.47,,29.18,,12.3133,7.75,40.86,,23.9501,54.51,25.8,20.58,
2011-12-14,16.12,17.42,27.16,8.45,19.22,20.1,56.06,8.14,20.3,,,21.005,9.26,,51.27,,13.2,55.83,,28.52,,12.0767,7.75,39.63,,23.48,54.13,24.9,20.21,
2011-12-15,16.24,,27.25,8.49,19.25,20.27,56.61,8.11,20.26,,23.366,21.16,9.25,,51.39,,13.300999999999998,55.77,,28.66,,12.345,7.79,39.54,,23.75,54.28,24.9,20.47,
2011-12-16,16.33,,26.9,8.493,,20.29,56.85,8.12,20.35,,23.3312,21.2,9.31,,51.77,,13.3488,56.29,,28.6,,12.2983,7.84,40.02,,23.8745,54.39,24.8,20.71,
2011-12-19,16.05,17.0203,26.26,8.12,18.91,19.8605,56.39,7.91,19.89,,,20.645,9.06,,49.48,,13.11,54.47,,27.88,,12.17,7.65,39.21,,23.69,53.418,24.15,20.23,
2011-12-20,16.68,,27.5,8.47,19.48,20.69,58.03,8.27,20.82,,23.7,21.72,9.4601,,51.56,,13.83,56.67,,28.68,,12.6433,7.87,40.83,,24.47,55.4055,25.26,21.01,
2011-12-21,16.76,17.32,27.58,8.38,19.33,20.53,58.41,8.22,20.77,29.68,23.59,21.5,9.34,,52.14,,13.7,56.8,,28.78,,12.98,7.83,41.1,,24.34,55.1,25.3,21.03,
2011-12-22,16.92,17.6003,28.08,8.52,19.6,20.67,59.21,8.37,21.01,30.43,24.08,22.375,9.6508,,52.67,,14.05,57.28,,28.96,,12.9417,7.9,41.61,,24.8,56.1445,25.95,21.3,
2011-12-23,16.99,17.7228,28.2503,8.56,,20.84,59.53,8.39,21.09,30.65,24.1605,22.445,9.67,,53.09,,14.07,57.61,,29.26,,13.185,7.93,42.0,,24.95,56.44,25.85,21.42,
2011-12-27,17.02,17.5403,28.28,8.48,19.81,20.9,59.66,8.32,20.96,30.65,24.241,22.39,9.65,,51.81,,14.12,57.48,,29.12,,13.1983,7.8901,41.52,,24.87,56.9,25.65,21.39,
2011-12-28,16.67,,27.53,8.44,19.5099,20.52,58.59,8.17,20.64,30.28,23.9207,22.01,9.45,,51.48,,13.81,56.11,,28.26,,12.9617,7.81,37.59,,24.55,55.63,25.15,20.93,
2011-12-29,16.94,17.44,28.03,8.46,,20.84,59.04,8.2,21.0,30.55,24.0382,22.23,9.6,,52.2,,14.019,56.97,,28.68,,13.1303,7.84,38.37,,24.78,55.91,25.35,21.24,
2011-12-30,16.85,17.42,27.95,8.54,19.64,20.77,58.85,8.23,20.92,30.43,24.1564,22.16,9.59,,52.26,,13.89,57.2,,28.66,,13.0567,7.92,38.52,,24.93,56.17,25.35,21.23,
2012-01-03,17.19,17.72,28.78,8.76,19.99,21.2068,59.48,8.52,21.5,30.85,24.3912,22.54,9.7801,,54.27,,14.06,59.66,,29.56,,13.145,8.1619,40.53,,25.62,58.0199,26.2,21.79,
2012-01-04,17.28,17.342,28.67,8.75,19.95,21.12,59.55,8.4,21.31,30.87,24.346,22.345,9.663,,54.02,,13.99,59.73,,29.8,,13.1683,7.97,40.83,,25.171999999999997,57.89,26.05,21.97,
2012-01-05,17.32,17.48,28.94,8.6161,,21.26,60.1671,8.35,21.49,31.25,24.46,22.785,9.7662,,53.38,,14.25,59.23,,29.642,,,7.89,40.35,,,58.1,26.2,22.01,
2012-01-06,17.21,17.0584,28.96,8.54,20.08,21.136,60.99,8.27,21.38,31.21,24.54,22.67,9.7914,,52.19,,14.13,58.57,,29.82,,13.1617,7.79,39.96,,25.01,58.095,26.1,22.08,
2012-01-09,17.26,17.04,29.07,8.7,20.0299,21.22,60.97,8.41,21.4,31.72,24.5785,23.12,9.9312,,52.07,,14.34,58.66,,29.912,,13.22,7.84,39.75,,25.14,58.21,26.5,22.14,
2012-01-10,17.59,17.6973,29.81,8.847999999999997,20.23,21.4501,61.32,8.54,21.94,31.95,24.75,23.365,10.134,,53.15,,14.46,60.01,,30.3,,13.385,7.9273,41.01,,25.796999999999997,59.2045,27.0,22.6,
2012-01-11,17.66,17.8,29.77,9.2,20.24,21.68,61.45,8.77,21.96,31.91,24.7912,23.525,10.5,,52.58,,14.554,60.22,,30.62,,13.2683,7.95,41.01,,26.0,59.79,28.5,22.79,
2012-01-12,17.83,18.26,29.96,9.31,20.19,21.83,60.96,8.93,22.15,32.19,24.8423,23.73,10.62,,53.19,,14.698,60.8,,31.0,,13.35,7.95,42.09,,26.16,60.5991,29.25,23.11,
2012-01-13,17.68,17.86,29.737,9.03,,21.6499,60.82,8.71,21.93,31.59,24.61,23.16,10.2,,53.29,,14.392999999999999,60.37,,30.78,,13.2683,7.85,41.73,,25.98,60.06,28.35,22.99,
2012-01-17,17.71,18.0,29.61,9.1593,20.39,21.71,61.54,8.781,21.66,31.63,24.964000000000002,23.27,10.296,,54.32,,14.46,61.21,,31.12,,13.4383,7.93,42.45,,26.09,60.4699,28.45,23.14,
2012-01-18,17.99,18.8,30.01,9.38,20.4899,21.9508,62.0,9.03,22.14,32.89,25.16,24.65,10.7961,,55.21,,15.159,62.24,,31.76,,13.47,8.0446,43.71,,26.52,61.15,29.5,23.44,
2012-01-19,18.16,19.04,30.9,9.31,20.66,22.125999999999998,61.8,9.06,22.92,33.43,25.38,24.955,10.7,,56.17,,15.2572,62.53,,31.998,,13.5173,8.15,44.19,,26.84,61.62600000000001,28.9,23.61,
